Latitude,Longitude,Soil_Type,Green_Building_Suggestion,Reason,Seismic_Zone
19.077722,72.90746,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
22.582958,88.322128,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
17.473336,78.543063,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.768675,77.034247,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
26.981702,75.873321,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
22.653053,88.285326,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
26.932809,75.722426,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
26.998449,75.827956,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
28.681526,77.148193,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
22.628235,88.404604,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
19.07999,72.826508,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.796281,77.146308,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
26.982547,75.697639,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
17.359881,78.562714,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
12.947669,77.587047,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
17.476737,78.471792,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
12.937519,77.625198,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
19.020959,72.785381,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
12.999057,77.621112,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
13.16124,80.321149,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
17.289371,78.457059,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
13.055956,77.685845,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.752978,77.089169,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
28.695125,77.148074,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
21.148985,72.807592,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone III (Moderate Risk)
19.003168,72.887044,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
21.149676,72.798511,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
17.433983,78.55466,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
13.033702,77.585019,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
17.377286,78.481336,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
22.482011,88.389687,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
19.099571,72.812442,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
19.093503,72.883798,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
28.633705,77.131557,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
26.859348,75.725285,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
19.066482,72.793525,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
21.120493,72.869046,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone III (Moderate Risk)
17.329019,78.533663,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
17.472619,78.460576,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
13.072958,80.328102,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
19.043294,72.894628,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
28.695665,77.201917,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
17.385331,78.433046,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
13.02088,77.691049,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
13.063617,77.50192,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
13.142036,80.243865,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
17.462539,78.486023,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
17.308643,78.553425,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
22.551298,88.311578,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
19.05555,72.833331,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
18.992972,72.819322,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
26.902221,75.811074,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
19.043573,72.854274,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
17.47111,78.525685,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
28.701784,77.190408,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
19.091783,72.806251,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
28.755794,77.191129,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
19.12609,72.785581,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
13.056547,77.543881,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
17.384606,78.468299,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
13.108767,80.29941,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.676682,77.123218,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
28.672489,77.076577,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
13.054193,77.662195,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
28.645352,77.048891,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
21.240643,72.758451,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
13.170295,80.310464,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
21.132104,72.83176,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone III (Moderate Risk)
17.391717,78.40304,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.516543,88.447816,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
26.894103,75.729936,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
21.107302,72.839011,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone III (Moderate Risk)
13.011691,80.311339,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
12.884651,77.682487,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.479866,88.410447,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
13.022346,77.546273,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
12.98286,77.619183,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
26.992974,75.879143,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
19.055293,72.889687,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
12.999517,77.616435,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
13.046996,77.642016,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
22.526472,88.423399,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
26.953764,75.75239,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
21.187765,72.871039,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
12.956983,77.516143,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
26.833533,75.781425,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
21.09424,72.866201,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone III (Moderate Risk)
13.075564,80.338919,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
26.987288,75.872737,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
21.267029,72.775222,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
17.438696,78.581574,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
21.112229,72.85325,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone III (Moderate Risk)
21.264571,72.75768,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
28.610725,77.188436,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
17.447885,78.512749,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
18.997279,72.923703,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
21.123181,72.802778,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone III (Moderate Risk)
13.019869,77.576865,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
17.394398,78.538575,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.606143,88.314452,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
12.955497,77.557466,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
21.173795,72.924752,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
13.088529,80.317115,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
22.475212,88.302939,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
28.660812,77.011339,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
28.718453,77.087208,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
12.930132,77.68893,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
17.483454,78.410535,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
13.172366,80.175805,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
13.119325,80.320246,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
17.432439,78.468324,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
17.470314,78.406979,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
19.121755,72.867674,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
17.330697,78.571864,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
17.376373,78.464857,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
26.945294,75.780308,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
22.500162,88.354271,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.749041,77.060246,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
13.128991,80.286305,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
26.881393,75.706263,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
19.016664,72.842188,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
12.964496,77.535993,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
17.467663,78.551683,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
28.751182,77.105621,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
13.109316,80.361362,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
28.656098,77.184764,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
28.802734,77.193433,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
19.058969,72.882918,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
13.054556,77.553897,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
28.642819,77.115063,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
26.997854,75.800893,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
19.099296,72.835044,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
19.062913,72.842473,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
17.443997,78.404969,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
13.0643,80.171978,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
19.104817,72.792168,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
17.450263,78.499638,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.606285,88.338369,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
26.979163,75.782249,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone V (Very High Risk)
28.683637,77.071307,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
19.173629,72.843826,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
19.098273,72.968676,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
22.601881,88.268716,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
12.939563,77.570377,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
21.188374,72.80908,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone III (Moderate Risk)
17.393501,78.440839,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
26.848537,75.750227,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
26.847298,75.694716,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
22.647884,88.391285,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
13.030349,77.571484,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
12.924468,77.503081,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
19.143933,72.857334,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
19.168398,72.871335,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
13.175151,80.223331,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
13.138912,80.239361,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
21.124586,72.912616,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone III (Moderate Risk)
19.075275,72.836897,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
