location,recommended_foundation,suitability_score,building_height,area,3d_model_path,model_details
Loc5500,Deep Foundation,79,38,789,models/3D_Model_5500.obj,"{""vertices"": 412, ""faces"": 515}"
Loc5501,Deep Foundation,66,5,2813,models/3D_Model_5501.obj,"{""vertices"": 636, ""faces"": 1455}"
Loc5502,Shallow Foundation,95,46,657,models/3D_Model_5502.obj,"{""vertices"": 768, ""faces"": 1736}"
Loc5503,Shallow Foundation,67,13,2528,models/3D_Model_5503.obj,"{""vertices"": 717, ""faces"": 1248}"
Loc5504,Shallow Foundation,57,44,3074,models/3D_Model_5504.obj,"{""vertices"": 574, ""faces"": 555}"
Loc5505,Deep Foundation,87,19,4644,models/3D_Model_5505.obj,"{""vertices"": 921, ""faces"": 1270}"
Loc5506,Deep Foundation,83,28,3325,models/3D_Model_5506.obj,"{""vertices"": 586, ""faces"": 1576}"
Loc5507,Shallow Foundation,95,8,3105,models/3D_Model_5507.obj,"{""vertices"": 300, ""faces"": 1407}"
Loc5508,Standard Foundation,93,35,4788,models/3D_Model_5508.obj,"{""vertices"": 507, ""faces"": 1253}"
Loc5509,Shallow Foundation,62,50,694,models/3D_Model_5509.obj,"{""vertices"": 500, ""faces"": 1261}"
Loc5510,Deep Foundation,94,25,2439,models/3D_Model_5510.obj,"{""vertices"": 361, ""faces"": 796}"
Loc5511,Standard Foundation,96,47,1497,models/3D_Model_5511.obj,"{""vertices"": 661, ""faces"": 890}"
Loc5512,Deep Foundation,95,28,3524,models/3D_Model_5512.obj,"{""vertices"": 680, ""faces"": 1822}"
Loc5513,Standard Foundation,87,16,1463,models/3D_Model_5513.obj,"{""vertices"": 334, ""faces"": 1855}"
Loc5514,Standard Foundation,63,6,2691,models/3D_Model_5514.obj,"{""vertices"": 474, ""faces"": 1798}"
Loc5515,Shallow Foundation,100,10,1100,models/3D_Model_5515.obj,"{""vertices"": 984, ""faces"": 540}"
Loc5516,Standard Foundation,70,15,726,models/3D_Model_5516.obj,"{""vertices"": 858, ""faces"": 508}"
Loc5517,Standard Foundation,80,24,3327,models/3D_Model_5517.obj,"{""vertices"": 461, ""faces"": 997}"
Loc5518,Shallow Foundation,75,47,1648,models/3D_Model_5518.obj,"{""vertices"": 360, ""faces"": 994}"
Loc5519,Deep Foundation,90,10,4095,models/3D_Model_5519.obj,"{""vertices"": 443, ""faces"": 578}"
Loc5520,Deep Foundation,96,34,3362,models/3D_Model_5520.obj,"{""vertices"": 970, ""faces"": 1412}"
Loc5521,Shallow Foundation,64,25,982,models/3D_Model_5521.obj,"{""vertices"": 577, ""faces"": 1524}"
Loc5522,Shallow Foundation,77,22,1052,models/3D_Model_5522.obj,"{""vertices"": 723, ""faces"": 667}"
Loc5523,Standard Foundation,92,6,2661,models/3D_Model_5523.obj,"{""vertices"": 980, ""faces"": 1425}"
Loc5524,Deep Foundation,84,7,4698,models/3D_Model_5524.obj,"{""vertices"": 521, ""faces"": 1307}"
Loc5525,Deep Foundation,52,6,2922,models/3D_Model_5525.obj,"{""vertices"": 380, ""faces"": 1984}"
Loc5526,Deep Foundation,62,50,3047,models/3D_Model_5526.obj,"{""vertices"": 806, ""faces"": 1758}"
Loc5527,Deep Foundation,91,11,2973,models/3D_Model_5527.obj,"{""vertices"": 625, ""faces"": 564}"
Loc5528,Shallow Foundation,60,46,2809,models/3D_Model_5528.obj,"{""vertices"": 433, ""faces"": 1027}"
Loc5529,Deep Foundation,99,10,4202,models/3D_Model_5529.obj,"{""vertices"": 525, ""faces"": 906}"
Loc5530,Deep Foundation,62,36,4565,models/3D_Model_5530.obj,"{""vertices"": 992, ""faces"": 639}"
Loc5531,Deep Foundation,82,22,4341,models/3D_Model_5531.obj,"{""vertices"": 402, ""faces"": 1702}"
Loc5532,Shallow Foundation,99,41,4804,models/3D_Model_5532.obj,"{""vertices"": 735, ""faces"": 1982}"
Loc5533,Deep Foundation,74,26,3927,models/3D_Model_5533.obj,"{""vertices"": 486, ""faces"": 1543}"
Loc5534,Shallow Foundation,93,40,4663,models/3D_Model_5534.obj,"{""vertices"": 633, ""faces"": 1885}"
Loc5535,Shallow Foundation,90,28,1295,models/3D_Model_5535.obj,"{""vertices"": 719, ""faces"": 1854}"
Loc5536,Standard Foundation,86,17,2978,models/3D_Model_5536.obj,"{""vertices"": 964, ""faces"": 1549}"
Loc5537,Deep Foundation,70,35,761,models/3D_Model_5537.obj,"{""vertices"": 835, ""faces"": 1586}"
Loc5538,Deep Foundation,97,11,1571,models/3D_Model_5538.obj,"{""vertices"": 421, ""faces"": 1632}"
Loc5539,Standard Foundation,68,30,907,models/3D_Model_5539.obj,"{""vertices"": 639, ""faces"": 755}"
Loc5540,Shallow Foundation,94,29,2655,models/3D_Model_5540.obj,"{""vertices"": 399, ""faces"": 1707}"
Loc5541,Deep Foundation,98,37,3667,models/3D_Model_5541.obj,"{""vertices"": 817, ""faces"": 1756}"
Loc5542,Deep Foundation,51,50,4809,models/3D_Model_5542.obj,"{""vertices"": 562, ""faces"": 712}"
Loc5543,Shallow Foundation,53,41,2340,models/3D_Model_5543.obj,"{""vertices"": 365, ""faces"": 1228}"
Loc5544,Shallow Foundation,95,30,2669,models/3D_Model_5544.obj,"{""vertices"": 820, ""faces"": 953}"
Loc5545,Shallow Foundation,63,37,3757,models/3D_Model_5545.obj,"{""vertices"": 372, ""faces"": 1385}"
Loc5546,Standard Foundation,91,13,2993,models/3D_Model_5546.obj,"{""vertices"": 750, ""faces"": 867}"
Loc5547,Deep Foundation,78,23,3951,models/3D_Model_5547.obj,"{""vertices"": 961, ""faces"": 1866}"
Loc5548,Standard Foundation,97,46,2390,models/3D_Model_5548.obj,"{""vertices"": 738, ""faces"": 1453}"
Loc5549,Deep Foundation,97,41,4282,models/3D_Model_5549.obj,"{""vertices"": 349, ""faces"": 820}"
Loc5550,Deep Foundation,50,41,1481,models/3D_Model_5550.obj,"{""vertices"": 867, ""faces"": 1613}"
Loc5551,Standard Foundation,83,11,4672,models/3D_Model_5551.obj,"{""vertices"": 794, ""faces"": 1072}"
Loc5552,Deep Foundation,72,12,2291,models/3D_Model_5552.obj,"{""vertices"": 384, ""faces"": 975}"
Loc5553,Standard Foundation,84,42,1147,models/3D_Model_5553.obj,"{""vertices"": 305, ""faces"": 1284}"
Loc5554,Standard Foundation,92,46,1801,models/3D_Model_5554.obj,"{""vertices"": 506, ""faces"": 858}"
Loc5555,Deep Foundation,51,12,657,models/3D_Model_5555.obj,"{""vertices"": 837, ""faces"": 1145}"
Loc5556,Deep Foundation,58,46,2183,models/3D_Model_5556.obj,"{""vertices"": 483, ""faces"": 744}"
Loc5557,Standard Foundation,55,45,1605,models/3D_Model_5557.obj,"{""vertices"": 413, ""faces"": 634}"
Loc5558,Standard Foundation,62,14,4320,models/3D_Model_5558.obj,"{""vertices"": 793, ""faces"": 1491}"
Loc5559,Shallow Foundation,60,50,2819,models/3D_Model_5559.obj,"{""vertices"": 660, ""faces"": 1371}"
Loc5560,Shallow Foundation,52,27,2952,models/3D_Model_5560.obj,"{""vertices"": 340, ""faces"": 1442}"
Loc5561,Deep Foundation,97,18,3993,models/3D_Model_5561.obj,"{""vertices"": 868, ""faces"": 1617}"
Loc5562,Shallow Foundation,64,42,3643,models/3D_Model_5562.obj,"{""vertices"": 924, ""faces"": 809}"
Loc5563,Standard Foundation,58,5,4463,models/3D_Model_5563.obj,"{""vertices"": 886, ""faces"": 1164}"
Loc5564,Shallow Foundation,50,35,3524,models/3D_Model_5564.obj,"{""vertices"": 526, ""faces"": 651}"
Loc5565,Shallow Foundation,82,33,1980,models/3D_Model_5565.obj,"{""vertices"": 617, ""faces"": 532}"
Loc5566,Standard Foundation,57,21,1298,models/3D_Model_5566.obj,"{""vertices"": 623, ""faces"": 1287}"
Loc5567,Deep Foundation,92,45,4909,models/3D_Model_5567.obj,"{""vertices"": 401, ""faces"": 623}"
Loc5568,Shallow Foundation,66,16,1845,models/3D_Model_5568.obj,"{""vertices"": 635, ""faces"": 771}"
Loc5569,Standard Foundation,90,14,2542,models/3D_Model_5569.obj,"{""vertices"": 408, ""faces"": 1358}"
Loc5570,Standard Foundation,99,9,1822,models/3D_Model_5570.obj,"{""vertices"": 314, ""faces"": 1314}"
Loc5571,Standard Foundation,72,13,3959,models/3D_Model_5571.obj,"{""vertices"": 795, ""faces"": 1564}"
Loc5572,Deep Foundation,99,39,1816,models/3D_Model_5572.obj,"{""vertices"": 798, ""faces"": 1608}"
Loc5573,Shallow Foundation,75,9,1551,models/3D_Model_5573.obj,"{""vertices"": 670, ""faces"": 1851}"
Loc5574,Standard Foundation,86,35,1662,models/3D_Model_5574.obj,"{""vertices"": 353, ""faces"": 1403}"
Loc5575,Shallow Foundation,80,23,3319,models/3D_Model_5575.obj,"{""vertices"": 619, ""faces"": 1294}"
Loc5576,Standard Foundation,93,12,1787,models/3D_Model_5576.obj,"{""vertices"": 489, ""faces"": 567}"
Loc5577,Deep Foundation,61,46,768,models/3D_Model_5577.obj,"{""vertices"": 341, ""faces"": 918}"
Loc5578,Deep Foundation,68,45,2458,models/3D_Model_5578.obj,"{""vertices"": 555, ""faces"": 1653}"
Loc5579,Shallow Foundation,53,34,1053,models/3D_Model_5579.obj,"{""vertices"": 380, ""faces"": 1404}"
Loc5580,Shallow Foundation,77,13,2684,models/3D_Model_5580.obj,"{""vertices"": 651, ""faces"": 1221}"
Loc5581,Shallow Foundation,85,49,1480,models/3D_Model_5581.obj,"{""vertices"": 335, ""faces"": 1414}"
Loc5582,Standard Foundation,76,25,2892,models/3D_Model_5582.obj,"{""vertices"": 807, ""faces"": 1291}"
Loc5583,Deep Foundation,76,28,4273,models/3D_Model_5583.obj,"{""vertices"": 308, ""faces"": 648}"
Loc5584,Standard Foundation,88,40,515,models/3D_Model_5584.obj,"{""vertices"": 639, ""faces"": 1541}"
Loc5585,Deep Foundation,57,43,3831,models/3D_Model_5585.obj,"{""vertices"": 878, ""faces"": 1896}"
Loc5586,Shallow Foundation,89,13,976,models/3D_Model_5586.obj,"{""vertices"": 939, ""faces"": 1824}"
Loc5587,Shallow Foundation,81,11,3113,models/3D_Model_5587.obj,"{""vertices"": 449, ""faces"": 1314}"
Loc5588,Deep Foundation,98,44,3195,models/3D_Model_5588.obj,"{""vertices"": 337, ""faces"": 728}"
Loc5589,Deep Foundation,68,48,2236,models/3D_Model_5589.obj,"{""vertices"": 433, ""faces"": 1834}"
Loc5590,Deep Foundation,72,44,3092,models/3D_Model_5590.obj,"{""vertices"": 685, ""faces"": 1574}"
Loc5591,Shallow Foundation,57,9,942,models/3D_Model_5591.obj,"{""vertices"": 477, ""faces"": 1907}"
Loc5592,Standard Foundation,66,22,1832,models/3D_Model_5592.obj,"{""vertices"": 749, ""faces"": 823}"
Loc5593,Standard Foundation,85,25,3807,models/3D_Model_5593.obj,"{""vertices"": 525, ""faces"": 1660}"
Loc5594,Deep Foundation,63,45,3150,models/3D_Model_5594.obj,"{""vertices"": 866, ""faces"": 1608}"
Loc5595,Deep Foundation,79,38,3239,models/3D_Model_5595.obj,"{""vertices"": 779, ""faces"": 1057}"
Loc5596,Standard Foundation,52,50,725,models/3D_Model_5596.obj,"{""vertices"": 767, ""faces"": 1583}"
Loc5597,Deep Foundation,85,16,1369,models/3D_Model_5597.obj,"{""vertices"": 820, ""faces"": 1346}"
Loc5598,Standard Foundation,50,43,566,models/3D_Model_5598.obj,"{""vertices"": 826, ""faces"": 747}"
Loc5599,Shallow Foundation,50,27,2843,models/3D_Model_5599.obj,"{""vertices"": 900, ""faces"": 672}"
Loc5600,Shallow Foundation,71,18,3795,models/3D_Model_5600.obj,"{""vertices"": 893, ""faces"": 529}"
Loc5601,Shallow Foundation,95,14,2951,models/3D_Model_5601.obj,"{""vertices"": 782, ""faces"": 910}"
Loc5602,Deep Foundation,84,46,764,models/3D_Model_5602.obj,"{""vertices"": 721, ""faces"": 1434}"
Loc5603,Deep Foundation,72,45,4555,models/3D_Model_5603.obj,"{""vertices"": 856, ""faces"": 1448}"
Loc5604,Standard Foundation,80,50,2227,models/3D_Model_5604.obj,"{""vertices"": 906, ""faces"": 1494}"
Loc5605,Shallow Foundation,65,11,1742,models/3D_Model_5605.obj,"{""vertices"": 757, ""faces"": 511}"
Loc5606,Deep Foundation,71,38,4931,models/3D_Model_5606.obj,"{""vertices"": 985, ""faces"": 1616}"
Loc5607,Shallow Foundation,70,42,3462,models/3D_Model_5607.obj,"{""vertices"": 941, ""faces"": 1529}"
Loc5608,Shallow Foundation,68,40,750,models/3D_Model_5608.obj,"{""vertices"": 841, ""faces"": 1950}"
Loc5609,Deep Foundation,65,27,4834,models/3D_Model_5609.obj,"{""vertices"": 400, ""faces"": 1732}"
Loc5610,Deep Foundation,67,50,2739,models/3D_Model_5610.obj,"{""vertices"": 602, ""faces"": 1284}"
Loc5611,Shallow Foundation,66,10,1831,models/3D_Model_5611.obj,"{""vertices"": 856, ""faces"": 1112}"
Loc5612,Standard Foundation,100,22,4362,models/3D_Model_5612.obj,"{""vertices"": 715, ""faces"": 1873}"
Loc5613,Deep Foundation,100,37,898,models/3D_Model_5613.obj,"{""vertices"": 638, ""faces"": 710}"
Loc5614,Standard Foundation,68,30,4636,models/3D_Model_5614.obj,"{""vertices"": 951, ""faces"": 896}"
Loc5615,Deep Foundation,83,28,3227,models/3D_Model_5615.obj,"{""vertices"": 916, ""faces"": 1450}"
Loc5616,Shallow Foundation,79,32,4469,models/3D_Model_5616.obj,"{""vertices"": 391, ""faces"": 993}"
Loc5617,Shallow Foundation,83,14,1942,models/3D_Model_5617.obj,"{""vertices"": 389, ""faces"": 616}"
Loc5618,Deep Foundation,95,31,1545,models/3D_Model_5618.obj,"{""vertices"": 709, ""faces"": 822}"
Loc5619,Deep Foundation,55,12,1138,models/3D_Model_5619.obj,"{""vertices"": 474, ""faces"": 1951}"
Loc5620,Shallow Foundation,77,9,2370,models/3D_Model_5620.obj,"{""vertices"": 382, ""faces"": 1896}"
Loc5621,Deep Foundation,92,47,4539,models/3D_Model_5621.obj,"{""vertices"": 466, ""faces"": 567}"
Loc5622,Deep Foundation,77,11,4464,models/3D_Model_5622.obj,"{""vertices"": 877, ""faces"": 1258}"
Loc5623,Standard Foundation,51,45,1038,models/3D_Model_5623.obj,"{""vertices"": 571, ""faces"": 1942}"
Loc5624,Standard Foundation,98,32,1157,models/3D_Model_5624.obj,"{""vertices"": 519, ""faces"": 1980}"
Loc5625,Deep Foundation,72,49,3512,models/3D_Model_5625.obj,"{""vertices"": 653, ""faces"": 1884}"
Loc5626,Shallow Foundation,52,32,3830,models/3D_Model_5626.obj,"{""vertices"": 667, ""faces"": 745}"
Loc5627,Standard Foundation,90,45,3734,models/3D_Model_5627.obj,"{""vertices"": 960, ""faces"": 1991}"
Loc5628,Deep Foundation,69,42,1124,models/3D_Model_5628.obj,"{""vertices"": 669, ""faces"": 1957}"
Loc5629,Shallow Foundation,95,40,3205,models/3D_Model_5629.obj,"{""vertices"": 688, ""faces"": 1730}"
Loc5630,Shallow Foundation,100,17,1197,models/3D_Model_5630.obj,"{""vertices"": 572, ""faces"": 892}"
Loc5631,Standard Foundation,53,13,2894,models/3D_Model_5631.obj,"{""vertices"": 605, ""faces"": 1664}"
Loc5632,Shallow Foundation,82,19,3708,models/3D_Model_5632.obj,"{""vertices"": 763, ""faces"": 825}"
Loc5633,Deep Foundation,80,6,1807,models/3D_Model_5633.obj,"{""vertices"": 688, ""faces"": 1250}"
Loc5634,Shallow Foundation,75,48,938,models/3D_Model_5634.obj,"{""vertices"": 528, ""faces"": 1081}"
Loc5635,Shallow Foundation,83,45,2025,models/3D_Model_5635.obj,"{""vertices"": 809, ""faces"": 710}"
Loc5636,Shallow Foundation,54,31,4430,models/3D_Model_5636.obj,"{""vertices"": 324, ""faces"": 1047}"
Loc5637,Shallow Foundation,57,26,2395,models/3D_Model_5637.obj,"{""vertices"": 649, ""faces"": 1993}"
Loc5638,Deep Foundation,64,37,2719,models/3D_Model_5638.obj,"{""vertices"": 576, ""faces"": 1581}"
Loc5639,Standard Foundation,83,31,4032,models/3D_Model_5639.obj,"{""vertices"": 315, ""faces"": 1308}"
Loc5640,Standard Foundation,75,5,1681,models/3D_Model_5640.obj,"{""vertices"": 328, ""faces"": 1045}"
Loc5641,Standard Foundation,95,16,3995,models/3D_Model_5641.obj,"{""vertices"": 372, ""faces"": 580}"
Loc5642,Shallow Foundation,69,28,3411,models/3D_Model_5642.obj,"{""vertices"": 334, ""faces"": 1837}"
Loc5643,Deep Foundation,99,46,731,models/3D_Model_5643.obj,"{""vertices"": 393, ""faces"": 708}"
Loc5644,Shallow Foundation,75,46,2583,models/3D_Model_5644.obj,"{""vertices"": 937, ""faces"": 1904}"
Loc5645,Shallow Foundation,67,5,1076,models/3D_Model_5645.obj,"{""vertices"": 309, ""faces"": 1072}"
Loc5646,Standard Foundation,71,22,3530,models/3D_Model_5646.obj,"{""vertices"": 405, ""faces"": 1532}"
Loc5647,Standard Foundation,79,38,1015,models/3D_Model_5647.obj,"{""vertices"": 779, ""faces"": 1580}"
Loc5648,Deep Foundation,66,14,1594,models/3D_Model_5648.obj,"{""vertices"": 501, ""faces"": 524}"
Loc5649,Deep Foundation,76,15,3456,models/3D_Model_5649.obj,"{""vertices"": 877, ""faces"": 1952}"
Loc5650,Deep Foundation,86,17,1189,models/3D_Model_5650.obj,"{""vertices"": 522, ""faces"": 725}"
Loc5651,Deep Foundation,89,45,2585,models/3D_Model_5651.obj,"{""vertices"": 465, ""faces"": 1503}"
Loc5652,Deep Foundation,94,13,3131,models/3D_Model_5652.obj,"{""vertices"": 942, ""faces"": 859}"
Loc5653,Deep Foundation,64,16,4498,models/3D_Model_5653.obj,"{""vertices"": 386, ""faces"": 1702}"
Loc5654,Shallow Foundation,95,13,4697,models/3D_Model_5654.obj,"{""vertices"": 975, ""faces"": 1636}"
Loc5655,Standard Foundation,77,37,4939,models/3D_Model_5655.obj,"{""vertices"": 732, ""faces"": 1559}"
Loc5656,Deep Foundation,84,29,2653,models/3D_Model_5656.obj,"{""vertices"": 428, ""faces"": 1937}"
Loc5657,Standard Foundation,66,38,563,models/3D_Model_5657.obj,"{""vertices"": 860, ""faces"": 1878}"
Loc5658,Shallow Foundation,67,16,4739,models/3D_Model_5658.obj,"{""vertices"": 515, ""faces"": 1596}"
Loc5659,Deep Foundation,79,15,2721,models/3D_Model_5659.obj,"{""vertices"": 398, ""faces"": 948}"
Loc5660,Standard Foundation,81,28,2943,models/3D_Model_5660.obj,"{""vertices"": 785, ""faces"": 1940}"
Loc5661,Standard Foundation,72,7,4878,models/3D_Model_5661.obj,"{""vertices"": 582, ""faces"": 1110}"
Loc5662,Shallow Foundation,91,19,3941,models/3D_Model_5662.obj,"{""vertices"": 842, ""faces"": 1366}"
Loc5663,Standard Foundation,91,23,4080,models/3D_Model_5663.obj,"{""vertices"": 319, ""faces"": 1581}"
Loc5664,Shallow Foundation,78,19,576,models/3D_Model_5664.obj,"{""vertices"": 484, ""faces"": 1994}"
Loc5665,Standard Foundation,53,46,1411,models/3D_Model_5665.obj,"{""vertices"": 347, ""faces"": 959}"
Loc5666,Shallow Foundation,87,45,2937,models/3D_Model_5666.obj,"{""vertices"": 642, ""faces"": 1563}"
Loc5667,Standard Foundation,93,25,1867,models/3D_Model_5667.obj,"{""vertices"": 372, ""faces"": 572}"
Loc5668,Standard Foundation,80,33,825,models/3D_Model_5668.obj,"{""vertices"": 772, ""faces"": 1190}"
Loc5669,Deep Foundation,63,23,818,models/3D_Model_5669.obj,"{""vertices"": 599, ""faces"": 759}"
Loc5670,Deep Foundation,59,12,1229,models/3D_Model_5670.obj,"{""vertices"": 995, ""faces"": 1133}"
Loc5671,Shallow Foundation,71,39,4494,models/3D_Model_5671.obj,"{""vertices"": 676, ""faces"": 666}"
Loc5672,Deep Foundation,92,34,695,models/3D_Model_5672.obj,"{""vertices"": 405, ""faces"": 1693}"
Loc5673,Shallow Foundation,69,10,4506,models/3D_Model_5673.obj,"{""vertices"": 821, ""faces"": 1989}"
Loc5674,Deep Foundation,86,10,1828,models/3D_Model_5674.obj,"{""vertices"": 567, ""faces"": 1626}"
Loc5675,Shallow Foundation,57,28,2188,models/3D_Model_5675.obj,"{""vertices"": 344, ""faces"": 533}"
Loc5676,Deep Foundation,92,46,824,models/3D_Model_5676.obj,"{""vertices"": 666, ""faces"": 1458}"
Loc5677,Shallow Foundation,87,45,4852,models/3D_Model_5677.obj,"{""vertices"": 593, ""faces"": 573}"
Loc5678,Standard Foundation,51,13,908,models/3D_Model_5678.obj,"{""vertices"": 977, ""faces"": 576}"
Loc5679,Shallow Foundation,55,18,1957,models/3D_Model_5679.obj,"{""vertices"": 521, ""faces"": 1759}"
Loc5680,Standard Foundation,69,45,3962,models/3D_Model_5680.obj,"{""vertices"": 617, ""faces"": 959}"
Loc5681,Standard Foundation,98,27,2270,models/3D_Model_5681.obj,"{""vertices"": 523, ""faces"": 623}"
Loc5682,Deep Foundation,62,29,4734,models/3D_Model_5682.obj,"{""vertices"": 854, ""faces"": 1680}"
Loc5683,Standard Foundation,79,13,764,models/3D_Model_5683.obj,"{""vertices"": 654, ""faces"": 1868}"
Loc5684,Deep Foundation,59,31,4131,models/3D_Model_5684.obj,"{""vertices"": 856, ""faces"": 1572}"
Loc5685,Standard Foundation,79,19,1210,models/3D_Model_5685.obj,"{""vertices"": 745, ""faces"": 1490}"
Loc5686,Standard Foundation,51,30,2507,models/3D_Model_5686.obj,"{""vertices"": 548, ""faces"": 502}"
Loc5687,Standard Foundation,66,8,710,models/3D_Model_5687.obj,"{""vertices"": 947, ""faces"": 1297}"
Loc5688,Shallow Foundation,74,29,2177,models/3D_Model_5688.obj,"{""vertices"": 910, ""faces"": 1441}"
Loc5689,Shallow Foundation,60,9,957,models/3D_Model_5689.obj,"{""vertices"": 360, ""faces"": 993}"
Loc5690,Shallow Foundation,92,49,1355,models/3D_Model_5690.obj,"{""vertices"": 653, ""faces"": 636}"
Loc5691,Deep Foundation,74,17,2959,models/3D_Model_5691.obj,"{""vertices"": 586, ""faces"": 1983}"
Loc5692,Shallow Foundation,91,18,1226,models/3D_Model_5692.obj,"{""vertices"": 649, ""faces"": 560}"
Loc5693,Shallow Foundation,74,7,3632,models/3D_Model_5693.obj,"{""vertices"": 632, ""faces"": 637}"
Loc5694,Standard Foundation,74,45,1910,models/3D_Model_5694.obj,"{""vertices"": 832, ""faces"": 1034}"
Loc5695,Standard Foundation,100,48,3887,models/3D_Model_5695.obj,"{""vertices"": 865, ""faces"": 599}"
Loc5696,Deep Foundation,94,40,2401,models/3D_Model_5696.obj,"{""vertices"": 447, ""faces"": 1951}"
Loc5697,Deep Foundation,59,7,3736,models/3D_Model_5697.obj,"{""vertices"": 820, ""faces"": 979}"
Loc5698,Standard Foundation,82,34,1804,models/3D_Model_5698.obj,"{""vertices"": 495, ""faces"": 1392}"
Loc5699,Deep Foundation,85,10,1048,models/3D_Model_5699.obj,"{""vertices"": 675, ""faces"": 1435}"
Loc5700,Standard Foundation,54,43,1696,models/3D_Model_5700.obj,"{""vertices"": 335, ""faces"": 1674}"
Loc5701,Standard Foundation,65,16,1234,models/3D_Model_5701.obj,"{""vertices"": 884, ""faces"": 1352}"
Loc5702,Shallow Foundation,67,18,3966,models/3D_Model_5702.obj,"{""vertices"": 733, ""faces"": 1857}"
Loc5703,Shallow Foundation,62,16,1769,models/3D_Model_5703.obj,"{""vertices"": 355, ""faces"": 1958}"
Loc5704,Deep Foundation,92,41,2576,models/3D_Model_5704.obj,"{""vertices"": 665, ""faces"": 521}"
Loc5705,Standard Foundation,76,49,1920,models/3D_Model_5705.obj,"{""vertices"": 356, ""faces"": 846}"
Loc5706,Standard Foundation,83,38,3533,models/3D_Model_5706.obj,"{""vertices"": 354, ""faces"": 1926}"
Loc5707,Standard Foundation,64,40,1251,models/3D_Model_5707.obj,"{""vertices"": 342, ""faces"": 1564}"
Loc5708,Shallow Foundation,83,29,4254,models/3D_Model_5708.obj,"{""vertices"": 425, ""faces"": 861}"
Loc5709,Standard Foundation,79,15,3190,models/3D_Model_5709.obj,"{""vertices"": 515, ""faces"": 1372}"
Loc5710,Deep Foundation,87,50,3423,models/3D_Model_5710.obj,"{""vertices"": 344, ""faces"": 1883}"
Loc5711,Deep Foundation,65,30,1422,models/3D_Model_5711.obj,"{""vertices"": 680, ""faces"": 994}"
Loc5712,Shallow Foundation,74,10,3994,models/3D_Model_5712.obj,"{""vertices"": 325, ""faces"": 1272}"
Loc5713,Shallow Foundation,53,47,2988,models/3D_Model_5713.obj,"{""vertices"": 870, ""faces"": 1428}"
Loc5714,Shallow Foundation,75,33,2718,models/3D_Model_5714.obj,"{""vertices"": 950, ""faces"": 733}"
Loc5715,Deep Foundation,92,11,3906,models/3D_Model_5715.obj,"{""vertices"": 897, ""faces"": 1491}"
Loc5716,Shallow Foundation,60,41,3743,models/3D_Model_5716.obj,"{""vertices"": 791, ""faces"": 554}"
Loc5717,Shallow Foundation,70,19,3234,models/3D_Model_5717.obj,"{""vertices"": 718, ""faces"": 1594}"
Loc5718,Shallow Foundation,95,21,4763,models/3D_Model_5718.obj,"{""vertices"": 334, ""faces"": 1713}"
Loc5719,Shallow Foundation,64,42,2500,models/3D_Model_5719.obj,"{""vertices"": 538, ""faces"": 1522}"
Loc5720,Standard Foundation,65,29,4269,models/3D_Model_5720.obj,"{""vertices"": 802, ""faces"": 1084}"
Loc5721,Deep Foundation,58,43,3712,models/3D_Model_5721.obj,"{""vertices"": 834, ""faces"": 566}"
Loc5722,Shallow Foundation,92,18,4793,models/3D_Model_5722.obj,"{""vertices"": 515, ""faces"": 1543}"
Loc5723,Shallow Foundation,74,26,2695,models/3D_Model_5723.obj,"{""vertices"": 776, ""faces"": 1524}"
Loc5724,Standard Foundation,100,37,2140,models/3D_Model_5724.obj,"{""vertices"": 583, ""faces"": 1212}"
Loc5725,Deep Foundation,71,16,1333,models/3D_Model_5725.obj,"{""vertices"": 794, ""faces"": 574}"
Loc5726,Shallow Foundation,94,21,3168,models/3D_Model_5726.obj,"{""vertices"": 504, ""faces"": 551}"
Loc5727,Shallow Foundation,73,10,3920,models/3D_Model_5727.obj,"{""vertices"": 479, ""faces"": 1465}"
Loc5728,Shallow Foundation,93,15,1514,models/3D_Model_5728.obj,"{""vertices"": 324, ""faces"": 1259}"
Loc5729,Standard Foundation,91,32,3765,models/3D_Model_5729.obj,"{""vertices"": 309, ""faces"": 523}"
Loc5730,Deep Foundation,51,43,2678,models/3D_Model_5730.obj,"{""vertices"": 742, ""faces"": 819}"
Loc5731,Standard Foundation,78,10,1054,models/3D_Model_5731.obj,"{""vertices"": 914, ""faces"": 755}"
Loc5732,Deep Foundation,66,12,1420,models/3D_Model_5732.obj,"{""vertices"": 411, ""faces"": 721}"
Loc5733,Shallow Foundation,71,23,2864,models/3D_Model_5733.obj,"{""vertices"": 828, ""faces"": 1939}"
Loc5734,Shallow Foundation,93,7,4059,models/3D_Model_5734.obj,"{""vertices"": 722, ""faces"": 1714}"
Loc5735,Standard Foundation,75,25,2512,models/3D_Model_5735.obj,"{""vertices"": 448, ""faces"": 1435}"
Loc5736,Shallow Foundation,65,50,4670,models/3D_Model_5736.obj,"{""vertices"": 779, ""faces"": 1845}"
Loc5737,Shallow Foundation,73,8,3226,models/3D_Model_5737.obj,"{""vertices"": 938, ""faces"": 1887}"
Loc5738,Deep Foundation,55,35,2973,models/3D_Model_5738.obj,"{""vertices"": 634, ""faces"": 678}"
Loc5739,Standard Foundation,81,33,731,models/3D_Model_5739.obj,"{""vertices"": 850, ""faces"": 1245}"
Loc5740,Shallow Foundation,71,40,2232,models/3D_Model_5740.obj,"{""vertices"": 524, ""faces"": 1970}"
